unique_tokens_rate,num_hrefs,num_imgs,num_videos,average_token_length,num_keywords,min_avg_key,max_avg_key,avg_avg_key,href_avg_shares,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,title_subjectivity,title_sentiment_polarity,shares,title_Word_Count,text_Word_Count,is_weekday,not_weekday,average_shares_by_channel_date,text_readability_score,title_readability_score,noun_count,verb_count,adjective_count,april opens,last year,new window,new york,nggallery id,opens new,pic twitter,seealso slug,social media,twitter com,data_channel_business,data_channel_entertainment,data_channel_lifestyle,data_channel_social media,data_channel_tech
0.746667,4.0,0.0,0.0,4.896104,6.0,0.0,3569.401,1605.049,56500.0,0.311837,0.041905,0.012987,0.012987,0.4,-0.2,1100.0,9.0,416.0,1.0,0.0,1530.6470588235295,11.4,12.3,132.0,44.0,59.0,2.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
0.759124,5.0,1.0,2.0,4.340278,4.0,3569.401,6027.033,4981.91,1700.0,0.757143,-0.08571,0.013889,0.020833,1.0,-0.6,829.0,13.0,233.0,1.0,0.0,2249.133333333333,8.3,5.6,73.0,23.0,35.0,1.0,0.0,7.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.640351,5.0,1.0,1.0,4.381579,5.0,0.0,3569.401,2311.791,2000.0,0.47384,0.037433,0.02193,0.008772,0.0,0.0,2800.0,11.0,346.0,1.0,0.0,2249.133333333333,9.4,4.3,93.0,39.0,43.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.42898,3.0,23.0,0.0,5.025431,6.0,1322.0,4432.082,2779.069,14100.0,0.383365,0.060647,0.024523,0.013624,0.0,-0.2,1300.0,8.0,145.0,1.0,0.0,1753.909090909091,9.9,2.9,37.0,22.0,21.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.581933,25.0,12.0,0.0,4.515748,7.0,0.0,7356.458,3299.012,5150.0,0.491667,-0.04643,0.031496,0.035433,0.666667,-0.7,2500.0,7.0,127.0,1.0,0.0,2015.75,4.9,2.5,32.0,16.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.462326,38.0,1.0,0.0,4.837084,9.0,0.0,3902.208,1743.135,0.0,0.465935,0.222011,0.042304,0.008101,0.0,0.0,2300.0,8.0,156.0,1.0,0.0,2015.75,9.2,16.3,43.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.550239,39.0,29.0,0.0,5.171765,7.0,1092.143,4745.429,2769.16,7514.286,0.309074,0.041255,0.016471,0.009412,0.0,0.0,732.0,10.0,332.0,1.0,0.0,1753.909090909091,10.8,3.7,87.0,39.0,39.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.527586,22.0,3.0,0.0,4.814626,2.0,3569.401,4509.0,4039.201,0.0,0.426572,0.489623,0.068027,0.003401,0.0,0.0,389.0,10.0,208.0,1.0,0.0,2015.75,9.6,4.8,70.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.487097,23.0,1.0,2.0,4.775401,10.0,0.0,4666.144,1921.286,0.0,0.40014,0.100111,0.035294,0.014973,0.0,0.0,3200.0,8.0,234.0,1.0,0.0,1961.8,11.8,4.1,72.0,33.0,37.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.631356,7.0,2.0,0.0,4.442623,5.0,2215.749,3985.585,3093.355,6300.0,0.468119,0.070007,0.040984,0.036885,0.466667,0.1,1400.0,8.0,696.0,1.0,0.0,2015.75,16.1,6.4,221.0,75.0,91.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.666667,1.0,0.0,1.0,4.552448,4.0,0.0,3569.401,2353.149,716.0,0.529201,-0.0876,0.013986,0.027972,0.4,0.1,849.0,10.0,127.0,1.0,0.0,2630.5555555555557,7.6,4.1,37.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.498626,10.0,3.0,1.0,4.827869,10.0,2360.0,4403.856,3386.933,27200.0,0.584319,0.160286,0.028689,0.005464,0.125,0.0,2600.0,10.0,237.0,1.0,0.0,1961.8,7.7,11.5,64.0,25.0,36.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.580189,8.0,3.0,0.0,4.520737,7.0,0.0,5573.003,3225.939,0.0,0.501918,0.251587,0.069124,0.009217,0.55,0.2,3100.0,13.0,117.0,1.0,0.0,2015.75,6.4,4.0,45.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.517333,9.0,11.0,0.0,4.912467,8.0,764.0,5988.347,3262.356,1100.0,0.359848,0.102462,0.02122,0.013263,0.0,0.0,1600.0,10.0,749.0,1.0,0.0,2015.75,11.0,6.0,215.0,105.0,84.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.557632,6.0,2.0,0.0,4.493827,5.0,1266.227,3569.401,2589.386,10900.0,0.477859,0.067003,0.030864,0.018519,0.85,0.25,1700.0,10.0,139.0,1.0,0.0,2630.5555555555557,8.5,6.0,37.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.638418,3.0,0.0,1.0,4.787709,5.0,2703.941,3863.0,3266.482,8000.0,0.393434,0.025947,0.03352,0.022346,0.454545,0.136364,5200.0,10.0,103.0,1.0,0.0,2990.0,7.4,2.5,35.0,11.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4525,10.0,2.0,0.0,4.735661,9.0,1804.333,3569.401,2776.306,3505.0,0.329037,0.055435,0.01995,0.007481,0.4,-0.1,3200.0,9.0,284.0,1.0,0.0,2990.0,9.0,5.0,77.0,36.0,39.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.547112,16.0,2.0,0.0,4.588571,5.0,1389.889,3569.401,2251.276,3433.333,0.26243,0.070041,0.037143,0.017143,0.95,0.75,998.0,13.0,337.0,1.0,0.0,1753.909090909091,8.4,5.6,105.0,36.0,36.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.753333,5.0,0.0,2.0,4.756579,8.0,2733.333,6027.033,4339.287,12800.0,0.528102,0.201407,0.059211,0.019737,0.0,0.0,3100.0,10.0,156.0,1.0,0.0,2630.5555555555557,10.6,6.0,42.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.613636,3.0,2.0,0.0,4.405556,7.0,0.0,3569.401,1502.044,3000.0,0.357969,0.162823,0.055556,0.016667,0.458333,0.333333,2300.0,5.0,413.0,1.0,0.0,1961.8,9.8,0.5,129.0,49.0,39.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.589905,10.0,1.0,0.0,4.827692,7.0,927.125,4752.593,2534.212,1200.0,0.429792,0.227004,0.043077,0.009231,0.711111,0.444444,2400.0,11.0,367.0,1.0,0.0,1961.8,7.5,7.6,108.0,39.0,46.0,2.0,0.0,13.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
0.646018,3.0,0.0,3.0,4.66087,5.0,0.0,5573.003,2495.196,2300.0,0.446935,0.176641,0.047826,0.013043,0.0,0.0,5800.0,7.0,154.0,1.0,0.0,1753.909090909091,9.0,7.2,51.0,19.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.452727,5.0,14.0,1.0,4.545946,7.0,0.0,4550.0,2756.794,7750.0,0.420356,0.159987,0.045045,0.012613,0.0,0.0,1400.0,12.0,164.0,1.0,0.0,2990.0,10.7,5.6,51.0,20.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.510968,13.0,1.0,0.0,5.217949,9.0,798.0,3569.401,2133.222,1442.25,0.292962,0.101945,0.029487,0.012821,0.1,0.0,1100.0,11.0,294.0,1.0,0.0,1961.8,10.8,4.0,94.0,35.0,41.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.554511,12.0,2.0,0.0,4.973783,8.0,0.0,7356.458,3298.699,0.0,0.459685,0.011036,0.020599,0.013109,0.3,-0.15,1700.0,10.0,211.0,1.0,0.0,2990.0,9.3,6.8,71.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.535294,10.0,4.0,0.0,4.969697,10.0,1073.889,4351.755,2947.472,11700.0,0.394763,0.041776,0.027417,0.011544,1.0,-0.8,1100.0,12.0,221.0,1.0,0.0,2015.75,7.2,2.1,61.0,26.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.539683,4.0,3.0,3.0,4.505543,8.0,2941.5,7536.0,4652.067,0.0,0.321183,-0.04097,0.02439,0.017738,0.0,0.0,4300.0,10.0,493.0,1.0,0.0,2630.5555555555557,11.1,4.8,126.0,58.0,61.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.628931,5.0,8.0,2.0,4.292537,10.0,2941.5,7427.512,4527.127,2200.0,0.629,0.054333,0.038806,0.023881,0.2,0.1,6000.0,9.0,706.0,1.0,0.0,2630.5555555555557,10.3,10.3,209.0,86.0,92.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.606349,7.0,1.0,0.0,5.015873,5.0,0.0,3569.401,2184.64,1900.0,0.608184,0.063782,0.050794,0.022222,0.54,0.16,850.0,14.0,560.0,1.0,0.0,1753.909090909091,5.7,3.6,138.0,73.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.650718,5.0,2.0,0.0,4.381395,10.0,1873.0,5245.381,3645.464,4966.667,0.457857,0.111875,0.04186,0.032558,0.0,0.0,3500.0,9.0,419.0,1.0,0.0,1961.8,6.8,9.2,102.0,55.0,44.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0.691824,4.0,10.0,1.0,4.088235,9.0,0.0,6027.033,3610.968,22450.0,0.552273,0.204545,0.070588,0.005882,0.1,0.2,3900.0,14.0,256.0,1.0,0.0,2630.5555555555557,5.0,4.4,62.0,36.0,29.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.651515,11.0,1.0,3.0,4.832714,6.0,0.0,5573.003,3360.464,3900.0,0.542525,0.194369,0.033457,0.01487,0.5,0.5,1900.0,8.0,316.0,1.0,0.0,1753.909090909091,13.1,12.7,96.0,41.0,36.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.54185,9.0,1.0,0.0,4.936404,8.0,1323.467,4752.593,3091.815,1476.667,0.389296,0.075295,0.032895,0.017544,0.0,0.0,1100.0,10.0,205.0,1.0,0.0,1961.8,10.4,3.7,48.0,20.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.596591,8.0,1.0,0.0,5.11413,7.0,1758.706,3569.401,2575.199,2766.667,0.49697,0.271591,0.032609,0.0,0.0,0.0,2800.0,8.0,111.0,1.0,0.0,2990.0,5.6,5.2,26.0,12.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.421359,11.0,2.0,1.0,4.530435,8.0,1150.0,3569.401,2704.027,4966.667,0.402985,0.08842,0.035749,0.02029,0.0,0.0,2600.0,14.0,278.0,1.0,0.0,2990.0,8.1,4.8,84.0,39.0,31.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.435049,30.0,15.0,2.0,4.314924,6.0,2941.5,5143.311,3918.29,2653.5,0.564425,0.044941,0.037603,0.024677,0.0,0.0,1700.0,9.0,460.0,1.0,0.0,2630.5555555555557,12.7,10.0,115.0,55.0,66.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.484138,9.0,1.0,0.0,4.592443,8.0,0.0,4799.709,2137.535,0.0,0.442623,0.153246,0.031039,0.012146,0.4,0.8,998.0,9.0,154.0,1.0,0.0,1753.909090909091,10.1,8.0,48.0,20.0,19.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.54417,6.0,1.0,0.0,4.762069,9.0,1005.0,3759.263,2480.998,8200.0,0.42571,0.148225,0.034483,0.013793,0.391667,0.308333,818.0,10.0,1024.0,1.0,0.0,1961.8,9.7,3.3,238.0,121.0,92.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.456268,16.0,2.0,0.0,4.611111,8.0,0.0,6793.625,3182.829,8933.333,0.324048,0.148704,0.02849,0.007123,0.0,0.0,1100.0,10.0,474.0,1.0,0.0,1753.909090909091,9.7,6.0,133.0,42.0,50.0,9.0,0.0,13.0,0.0,0.0,13.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
0.346639,30.0,14.0,0.0,5.135233,9.0,0.0,12633.33,3251.234,0.0,0.538845,0.185362,0.063212,0.018135,0.75,0.5,3500.0,7.0,688.0,1.0,0.0,2990.0,9.2,2.5,195.0,82.0,67.0,0.0,3.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.501976,11.0,1.0,0.0,5.118908,5.0,0.0,3569.401,2306.48,2275.0,0.46686,0.18483,0.05653,0.013645,0.5,0.0625,3700.0,8.0,699.0,1.0,0.0,2990.0,8.3,8.8,208.0,79.0,69.0,1.0,0.0,13.0,0.0,0.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
0.599222,2.0,1.0,2.0,4.568702,5.0,1643.133,6903.29,3817.616,640.0,0.505525,0.116536,0.041985,0.019084,0.833333,-0.08333,826.0,8.0,2016.0,1.0,0.0,2630.5555555555557,13.6,6.4,580.0,264.0,279.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.367063,13.0,6.0,0.0,4.772904,10.0,2154.033,7900.0,3716.572,10187.5,0.463889,0.169908,0.04191,0.017544,0.0,0.0,4300.0,13.0,663.0,1.0,0.0,2015.75,9.5,3.6,174.0,77.0,105.0,6.0,1.0,36.0,0.0,0.0,32.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
0.597598,22.0,10.0,0.0,4.666667,10.0,3168.909,9807.533,5379.783,3200.0,0.477491,0.081323,0.046377,0.037681,0.0,0.0,1200.0,5.0,528.0,1.0,0.0,1961.8,9.9,7.6,146.0,57.0,62.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.722656,5.0,2.0,0.0,5.003802,6.0,2446.962,4799.709,3493.238,3900.0,0.434899,0.082109,0.034221,0.022814,0.0,0.0,3700.0,10.0,244.0,1.0,0.0,1753.909090909091,10.7,10.3,59.0,37.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8125,3.0,0.0,2.0,4.525773,10.0,2255.44,9807.533,4951.011,2400.0,0.470556,-0.28222,0.010309,0.041237,1.0,-0.8,1100.0,8.0,998.0,1.0,0.0,2015.75,7.0,7.2,279.0,133.0,112.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.401744,10.0,3.0,12.0,4.360923,4.0,2446.962,3569.401,3059.186,1400.0,0.450696,0.179619,0.045045,0.014077,0.4,0.8,1300.0,9.0,278.0,1.0,0.0,2630.5555555555557,10.0,6.8,95.0,39.0,32.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.580292,3.0,2.0,0.0,4.355482,5.0,0.0,3569.401,1600.675,998.0,0.562698,0.164087,0.049834,0.0299,0.0,0.0,944.0,8.0,90.0,1.0,0.0,1753.909090909091,7.6,6.4,37.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.584,10.0,1.0,0.0,4.791339,7.0,1586.972,4745.429,2839.85,8686.4,0.24,0.016667,0.015748,0.011811,0.0,0.0,1400.0,14.0,1040.0,1.0,0.0,1961.8,11.7,6.0,270.0,106.0,109.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.540761,9.0,1.0,0.0,4.859043,10.0,0.0,5573.003,3193.585,1900.0,0.332038,0.070283,0.042553,0.021277,0.454545,0.136364,4000.0,9.0,1310.0,1.0,0.0,2015.75,8.3,2.1,328.0,140.0,133.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.648402,4.0,1.0,0.0,4.660714,7.0,0.0,3902.208,2318.799,1800.0,0.439666,0.086558,0.022321,0.013393,0.288889,-0.15556,1200.0,10.0,300.0,1.0,0.0,2015.75,5.8,2.1,64.0,34.0,32.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.630542,7.0,2.0,0.0,4.807692,6.0,1709.724,4745.429,3235.689,3933.333,0.417344,0.0313,0.033654,0.028846,0.0,0.0,1200.0,11.0,356.0,1.0,0.0,2015.75,11.4,4.0,112.0,47.0,45.0,1.0,1.0,7.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5125,13.0,6.0,0.0,4.484787,7.0,2474.216,3568.87,2868.528,3300.0,0.571123,0.178788,0.042596,0.01217,0.5,0.5,3100.0,7.0,179.0,1.0,0.0,2990.0,8.9,3.7,53.0,19.0,19.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,13.0,0.0,0.0,9.0,0.0,3568.87,1406.234,0.0,0.0,0.0,0.0,0.0,0.733333,0.433333,971.0,10.0,832.0,1.0,0.0,1753.909090909091,12.8,6.0,270.0,101.0,110.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.275661,10.0,17.0,0.0,4.281165,10.0,0.0,3730.323,2484.169,1532.333,0.495416,0.124152,0.044038,0.020325,0.75,0.8,2700.0,7.0,204.0,1.0,0.0,2990.0,9.5,6.0,59.0,19.0,23.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55914,11.0,1.0,1.0,4.650526,10.0,1262.75,3568.87,2497.062,1350.0,0.45599,0.089323,0.023158,0.016842,0.0,0.3,9400.0,9.0,121.0,0.0,1.0,5533.333333333333,7.8,3.7,33.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.451429,18.0,9.0,0.0,4.266417,8.0,2802.681,5077.096,3855.952,2400.0,0.506548,0.339456,0.045028,0.001876,0.8,0.4,2300.0,10.0,329.0,0.0,1.0,5533.333333333333,11.4,4.8,87.0,45.0,44.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.473605,6.0,1.0,2.0,4.739385,4.0,2212.653,3568.87,2652.972,0.0,0.256554,0.001021,0.01757,0.021962,0.477778,-0.05556,3500.0,12.0,482.0,0.0,1.0,2700.0,13.8,6.4,147.0,62.0,52.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.632911,20.0,10.0,1.0,5.309237,7.0,1838.9,8507.006,4686.74,1000.0,0.444661,0.017605,0.036145,0.024096,1.0,0.5,3700.0,11.0,96.0,0.0,1.0,3700.0,6.9,4.0,26.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.490196,3.0,1.0,0.0,4.637405,9.0,0.0,4435.243,1984.148,8300.0,0.359091,0.072727,0.022901,0.013359,0.0,0.0,2600.0,9.0,108.0,0.0,1.0,2050.0,5.7,-0.4,23.0,14.0,15.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.552885,4.0,1.0,0.0,4.886792,8.0,0.0,3986.154,2185.69,1300.0,0.46901,0.029948,0.023585,0.028302,0.05,-0.05,1500.0,13.0,703.0,0.0,1.0,2050.0,10.1,7.2,195.0,83.0,88.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.383313,9.0,1.0,0.0,3.935329,10.0,0.0,4788.094,3290.77,0.0,0.444252,0.065457,0.052695,0.035928,0.9,-0.8,12700.0,6.0,268.0,0.0,1.0,8700.0,10.9,12.7,81.0,35.0,38.0,0.0,0.0,8.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
0.47836,23.0,1.0,0.0,4.868981,6.0,2603.295,5571.086,3846.242,0.0,0.470318,0.146642,0.047032,0.023516,0.0,0.0,4700.0,10.0,414.0,0.0,1.0,8700.0,11.4,7.2,99.0,65.0,47.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.638418,3.0,11.0,1.0,5.741573,10.0,0.0,11109.25,5207.44,8233.333,0.487179,0.124359,0.044944,0.033708,0.7,0.333333,3300.0,8.0,788.0,0.0,1.0,2700.0,6.7,6.4,139.0,78.0,63.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.491443,13.0,4.0,0.0,4.626937,10.0,2586.396,13920.28,4961.85,3100.0,0.449588,0.0907,0.036949,0.026222,0.0,0.0,2900.0,5.0,162.0,0.0,1.0,2700.0,8.0,5.2,49.0,18.0,19.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.397858,14.0,2.0,0.0,4.548533,8.0,1719.747,4283.6,2770.508,3468.75,0.473854,0.072519,0.043642,0.015049,0.0,0.0,12600.0,7.0,917.0,0.0,1.0,5533.333333333333,12.3,14.3,267.0,125.0,87.0,0.0,0.0,13.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.54965,9.0,4.0,1.0,4.573018,10.0,2538.5,5268.2,3306.388,8425.0,0.415711,0.022963,0.025035,0.01669,0.0,0.0,1100.0,10.0,101.0,0.0,1.0,2700.0,9.4,3.7,38.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.537859,12.0,1.0,1.0,4.48329,10.0,1255.8,4054.657,3110.947,4366.667,0.489827,0.093723,0.023136,0.012853,0.0,0.0,2300.0,9.0,736.0,0.0,1.0,5533.333333333333,10.4,2.1,200.0,76.0,93.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.520525,3.0,1.0,1.0,4.392915,7.0,0.0,10475.0,3756.802,609.5,0.447306,0.060364,0.038647,0.024155,0.5,0.375,2700.0,9.0,106.0,0.0,1.0,5533.333333333333,5.4,2.1,27.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.459936,6.0,10.0,0.0,4.773016,7.0,0.0,3569.084,2702.769,2650.0,0.423458,0.128788,0.038095,0.015873,0.0,0.0,3900.0,7.0,107.0,0.0,1.0,5533.333333333333,4.2,2.5,26.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.582317,9.0,1.0,1.0,4.807229,9.0,1500.0,6529.25,4058.462,5150.0,0.427419,0.006183,0.033133,0.036145,0.7,-0.2,4300.0,7.0,353.0,0.0,1.0,4133.333333333333,9.6,2.5,105.0,39.0,49.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.582178,15.0,1.0,1.0,5.019048,10.0,0.0,7999.886,3172.158,920.0,0.390789,0.032263,0.020952,0.019048,0.0,0.0,1100.0,8.0,253.0,0.0,1.0,4133.333333333333,6.9,5.2,78.0,31.0,30.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.467634,30.0,12.0,0.0,4.731102,8.0,1892.714,7338.139,4903.583,22800.0,0.480207,0.068584,0.037797,0.029158,0.4,-0.4,7200.0,10.0,291.0,0.0,1.0,5700.0,13.7,10.0,163.0,36.0,30.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.462712,8.0,11.0,2.0,4.816498,8.0,2196.206,7338.139,4412.854,15600.0,0.537862,0.028571,0.043771,0.030303,0.233333,-0.18333,12300.0,9.0,347.0,0.0,1.0,5700.0,11.8,5.2,116.0,45.0,43.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.449918,5.0,12.0,1.0,4.685668,10.0,2886.366,4818.089,3829.764,1900.0,0.496742,0.088868,0.045603,0.02443,0.233333,-0.18333,14100.0,7.0,288.0,0.0,1.0,5700.0,9.1,2.5,72.0,42.0,37.0,3.0,0.0,10.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
